"","host_gene_id","host_gene_name","mirna_id","mirna_name","host_gene_stable_id","id"
"785","ENSMUSG00000085148.1","Mir22hg","ENSMUSG00000065529.1","Mir22","ENSMUSG00000085148","Mir22hg (Mir22)"
"786","ENSMUSG00000038217.13","Tlcd2","ENSMUSG00000065529.1","Mir22","ENSMUSG00000038217","Tlcd2 (Mir22)"
"787","ENSMUSG00000038178.16","Slc43a2","ENSMUSG00000093100.1","Mir3971","ENSMUSG00000038178","Slc43a2 (Mir3971)"
"788","ENSMUSG00000037958.13","Nsrp1","ENSMUSG00000065518.2","Mir423","ENSMUSG00000037958","Nsrp1 (Mir423)"
"789","ENSMUSG00000019437.17","Tlcd1","ENSMUSG00000099101.1","Mir7653","ENSMUSG00000019437","Tlcd1 (Mir7653)"
"790","ENSMUSG00000069793.12","Slfn9","ENSMUSG00000098840.1","Mir7679","ENSMUSG00000069793","Slfn9 (Mir7679)"
"791","ENSMUSG00000072621.13","Slfn10-ps","ENSMUSG00000098995.1","Gm27598","ENSMUSG00000072621","Slfn10-ps (Gm27598)"
"792","ENSMUSG00000020527.14","Myo19","ENSMUSG00000092644.1","Gm23564","ENSMUSG00000020527","Myo19 (Gm23564)"
"793","ENSMUSG00000018171.9","Vmp1","ENSMUSG00000065455.1","Mir21a","ENSMUSG00000018171","Vmp1 (Mir21a)"
"794","ENSMUSG00000020492.11","Ska2","ENSMUSG00000065589.1","Mir301","ENSMUSG00000020492","Ska2 (Mir301)"
"795","ENSMUSG00000084796.1","Mir142hg","ENSMUSG00000105196.1","Mir142","ENSMUSG00000084796","Mir142hg (Mir142)"
"796","ENSMUSG00000013415.9","Igf2bp1","ENSMUSG00000093358.1","Mir3063","ENSMUSG00000013415","Igf2bp1 (Mir3063)"
"797","ENSMUSG00000018672.15","Copz2","ENSMUSG00000065515.1","Mir152","ENSMUSG00000018672","Copz2 (Mir152)"
"798","ENSMUSG00000038534.18","Osbpl7","ENSMUSG00000098769.1","Mir8103","ENSMUSG00000038534","Osbpl7 (Mir8103)"
"799","ENSMUSG00000038517.15","Tbkbp1","ENSMUSG00000099286.1","Mir7235","ENSMUSG00000038517","Tbkbp1 (Mir7235)"
"800","ENSMUSG00000085586.1","Gm11613","ENSMUSG00000093004.1","Gm24158","ENSMUSG00000085586","Gm11613 (Gm24158)"
"801","ENSMUSG00000038437.11","Mllt6","ENSMUSG00000098881.1","Mir6927","ENSMUSG00000038437","Mllt6 (Mir6927)"
"802","ENSMUSG00000017417.14","Plxdc1","ENSMUSG00000093013.1","Gm22461","ENSMUSG00000017417","Plxdc1 (Gm22461)"
"803","ENSMUSG00000017404.12","Rpl19","ENSMUSG00000098992.1","Gm27597","ENSMUSG00000017404","Rpl19 (Gm27597)"
"804","ENSMUSG00000003119.14","Cdk12","ENSMUSG00000098827.1","Gm27399","ENSMUSG00000003119","Cdk12 (Gm27399)"
"805","ENSMUSG00000003119.14","Cdk12","ENSMUSG00000093176.1","Mir5119","ENSMUSG00000003119","Cdk12 (Mir5119)"
"806","ENSMUSG00000020917.17","Acly","ENSMUSG00000104854.1","Mir7116","ENSMUSG00000020917","Acly (Mir7116)"
"807","ENSMUSG00000019302.16","Atp6v0a1","ENSMUSG00000098415.1","Mir6928","ENSMUSG00000019302","Atp6v0a1 (Mir6928)"
"808","ENSMUSG00000082478.1","Gm11619","ENSMUSG00000076227.1","Gm25593","ENSMUSG00000082478","Gm11619 (Gm25593)"
"809","ENSMUSG00000097239.7","Gm27029","ENSMUSG00000098600.1","Mir6929","ENSMUSG00000097239","Gm27029 (Mir6929)"
"810","ENSMUSG00000097487.7","Ptges3l","ENSMUSG00000098600.1","Mir6929","ENSMUSG00000097487","Ptges3l (Mir6929)"
"811","ENSMUSG00000008855.17","Hdac5","ENSMUSG00000098863.1","Mir8101","ENSMUSG00000008855","Hdac5 (Mir8101)"
"812","ENSMUSG00000018677.9","Slc25a39","ENSMUSG00000098774.1","Mir6930","ENSMUSG00000018677","Slc25a39 (Mir6930)"
"813","ENSMUSG00000080992.1","Psmb5-ps","ENSMUSG00000076129.1","Gm22920","ENSMUSG00000080992","Psmb5-ps (Gm22920)"
"814","ENSMUSG00000020935.8","Dcakd","ENSMUSG00000098613.1","Mir6931","ENSMUSG00000020935","Dcakd (Mir6931)"
"815","ENSMUSG00000085134.1","Gm11659","ENSMUSG00000105413.1","Gm47310","ENSMUSG00000085134","Gm11659 (Gm47310)"
"816","ENSMUSG00000018412.16","Kansl1","ENSMUSG00000106014.1","Gm47315","ENSMUSG00000018412","Kansl1 (Gm47315)"
"817","ENSMUSG00000053580.16","Tanc2","ENSMUSG00000080681.1","Gm23990","ENSMUSG00000053580","Tanc2 (Gm23990)"
"818","ENSMUSG00000020719.14","Ddx5","ENSMUSG00000093273.2","Mir3064","ENSMUSG00000020719","Ddx5 (Mir3064)"
"819","ENSMUSG00000020719.14","Ddx5","ENSMUSG00000093133.1","Gm25994","ENSMUSG00000020719","Ddx5 (Gm25994)"
"820","ENSMUSG00000020721.16","Helz","ENSMUSG00000098497.1","Mir6932","ENSMUSG00000020721","Helz (Mir6932)"
"821","ENSMUSG00000041920.14","Slc16a6","ENSMUSG00000080530.1","Gm25540","ENSMUSG00000041920","Slc16a6 (Gm25540)"
"822","ENSMUSG00000020747.17","Tmem94","ENSMUSG00000093539.1","Mir5621","ENSMUSG00000020747","Tmem94 (Mir5621)"
"823","ENSMUSG00000086859.4","Snhg20","ENSMUSG00000104740.1","Mir6516","ENSMUSG00000086859","Snhg20 (Mir6516)"
"824","ENSMUSG00000017715.11","Pgs1","ENSMUSG00000098958.1","Mir6933","ENSMUSG00000017715","Pgs1 (Mir6933)"
"825","ENSMUSG00000025576.17","Rbfox3","ENSMUSG00000077065.1","Gm25040","ENSMUSG00000025576","Rbfox3 (Gm25040)"
"826","ENSMUSG00000039976.4","Tbc1d16","ENSMUSG00000098704.1","Mir6934","ENSMUSG00000039976","Tbc1d16 (Mir6934)"
"827","ENSMUSG00000025375.15","Aatk","ENSMUSG00000065600.1","Mir338","ENSMUSG00000025375","Aatk (Mir338)"
"828","ENSMUSG00000039781.14","Cep131","ENSMUSG00000093075.1","Gm25948","ENSMUSG00000039781","Cep131 (Gm25948)"
"829","ENSMUSG00000039741.15","Bahcc1","ENSMUSG00000104657.1","Gm47297","ENSMUSG00000039741","Bahcc1 (Gm47297)"
"830","ENSMUSG00000062825.15","Actg1","ENSMUSG00000093264.1","Gm23419","ENSMUSG00000062825","Actg1 (Gm23419)"
"831","ENSMUSG00000062825.15","Actg1","ENSMUSG00000098955.1","Mir6935","ENSMUSG00000062825","Actg1 (Mir6935)"
"832","ENSMUSG00000025138.14","Sirt7","ENSMUSG00000098282.1","Mir6936","ENSMUSG00000025138","Sirt7 (Mir6936)"
"833","ENSMUSG00000025170.13","Rab40b","ENSMUSG00000098981.1","Mir7236","ENSMUSG00000025170","Rab40b (Mir7236)"
"834","ENSMUSG00000071454.13","Dtnb","ENSMUSG00000077830.1","Gm26050","ENSMUSG00000071454","Dtnb (Gm26050)"
"835","ENSMUSG00000020608.7","Smc6","ENSMUSG00000098879.1","Mir7675","ENSMUSG00000020608","Smc6 (Mir7675)"
"836","ENSMUSG00000113644.1","4930448C13Rik","ENSMUSG00000099215.1","Gm27682","ENSMUSG00000113644","4930448C13Rik (Gm27682)"
"837","ENSMUSG00000020601.8","Trib2","ENSMUSG00000098480.1","Mir6387","ENSMUSG00000020601","Trib2 (Mir6387)"
"838","ENSMUSG00000036523.16","Greb1","ENSMUSG00000105567.1","Gm44305","ENSMUSG00000036523","Greb1 (Gm44305)"
"839","ENSMUSG00000061458.9","Nol10","ENSMUSG00000093037.1","Mir3066","ENSMUSG00000061458","Nol10 (Mir3066)"
"840","ENSMUSG00000020642.13","Rnf144a","ENSMUSG00000098771.1","Mir6538","ENSMUSG00000020642","Rnf144a (Mir6538)"
"841","ENSMUSG00000020629.12","Adi1","ENSMUSG00000098579.1","Mir6937","ENSMUSG00000020629","Adi1 (Mir6937)"
"842","ENSMUSG00000102098.1","2310016D03Rik","ENSMUSG00000088872.1","Gm25865","ENSMUSG00000102098","2310016D03Rik (Gm25865)"
"843","ENSMUSG00000001627.12","Ifrd1","ENSMUSG00000089371.1","Mir1938","ENSMUSG00000001627","Ifrd1 (Mir1938)"
"844","ENSMUSG00000044408.7","Sptssa","ENSMUSG00000106344.1","Mir1892","ENSMUSG00000044408","Sptssa (Mir1892)"
"845","ENSMUSG00000021027.17","Ralgapa1","ENSMUSG00000092949.1","Gm23394","ENSMUSG00000021027","Ralgapa1 (Gm23394)"
"846","ENSMUSG00000099021.1","Rn7s1","ENSMUSG00000106279.1","Gm47287","ENSMUSG00000099021","Rn7s1 (Gm47287)"
"847","ENSMUSG00000099250.1","Rn7s2","ENSMUSG00000105398.1","Gm47305","ENSMUSG00000099250","Rn7s2 (Gm47305)"
"848","ENSMUSG00000020990.5","Cdkl1","ENSMUSG00000076065.1","Mir681","ENSMUSG00000020990","Cdkl1 (Mir681)"
"849","ENSMUSG00000021086.5","Ccdc175","ENSMUSG00000095382.1","Gm24466","ENSMUSG00000021086","Ccdc175 (Gm24466)"
"850","ENSMUSG00000063450.14","Syne2","ENSMUSG00000092922.1","Mir5101","ENSMUSG00000063450","Syne2 (Mir5101)"
"851","ENSMUSG00000049106.7","Dcaf5","ENSMUSG00000105972.1","Mir1843a","ENSMUSG00000049106","Dcaf5 (Mir1843a)"
"852","ENSMUSG00000088158.1","Scarna3b","ENSMUSG00000105972.1","Mir1843a","ENSMUSG00000088158","Scarna3b (Mir1843a)"
"853","ENSMUSG00000021136.13","Smoc1","ENSMUSG00000092673.1","Mir3067","ENSMUSG00000021136","Smoc1 (Mir3067)"
"854","ENSMUSG00000021245.15","Mlh3","ENSMUSG00000098263.1","Mir6938","ENSMUSG00000021245","Mlh3 (Mir6938)"
"855","ENSMUSG00000075973.1","n-R5s64","ENSMUSG00000106297.1","Gm47285","ENSMUSG00000075973","n-R5s64 (Gm47285)"
"856","ENSMUSG00000034145.14","Tmem63c","ENSMUSG00000080443.1","Gm25847","ENSMUSG00000034145","Tmem63c (Gm25847)"
"857","ENSMUSG00000021037.7","Ahsa1","ENSMUSG00000106561.1","Gm47293","ENSMUSG00000021037","Ahsa1 (Gm47293)"
"858","ENSMUSG00000079036.10","Alkbh1","ENSMUSG00000105428.1","Mir3068","ENSMUSG00000079036","Alkbh1 (Mir3068)"
"859","ENSMUSG00000066392.11","Nrxn3","ENSMUSG00000080680.1","Gm23989","ENSMUSG00000066392","Nrxn3 (Gm23989)"
"860","ENSMUSG00000021182.16","Ccdc88c","ENSMUSG00000080575.2","Mir1190","ENSMUSG00000021182","Ccdc88c (Mir1190)"
"861","ENSMUSG00000047014.7","Catsperb","ENSMUSG00000077058.1","Gm24542","ENSMUSG00000047014","Catsperb (Gm24542)"
"862","ENSMUSG00000057963.9","Itpk1","ENSMUSG00000089324.1","Mir1936","ENSMUSG00000057963","Itpk1 (Mir1936)"
"863","ENSMUSG00000096751.3","Gm28373","ENSMUSG00000089324.1","Mir1936","ENSMUSG00000096751","Gm28373 (Mir1936)"
"864","ENSMUSG00000021198.16","Unc79","ENSMUSG00000105998.1","Gm44324","ENSMUSG00000021198","Unc79 (Gm44324)"
"865","ENSMUSG00000113722.1","Snhg10","ENSMUSG00000106366.1","Mir3069","ENSMUSG00000113722","Snhg10 (Mir3069)"
"866","ENSMUSG00000088789.1","Scarna13","ENSMUSG00000106366.1","Mir3069","ENSMUSG00000088789","Scarna13 (Mir3069)"
"867","ENSMUSG00000021262.15","Evl","ENSMUSG00000065436.1","Mir342","ENSMUSG00000021262","Evl (Mir342)"
"868","ENSMUSG00000048856.9","Slc25a47","ENSMUSG00000065429.1","Mir345","ENSMUSG00000048856","Slc25a47 (Mir345)"
"869","ENSMUSG00000021268.17","Meg3","ENSMUSG00000084535.1","Mir1906-1","ENSMUSG00000021268","Meg3 (Mir1906-1)"
"870","ENSMUSG00000021268.17","Meg3","ENSMUSG00000076451.1","Mir770","ENSMUSG00000021268","Meg3 (Mir770)"
"871","ENSMUSG00000085925.3","Rtl1","ENSMUSG00000070129.2","Mir3071","ENSMUSG00000085925","Rtl1 (Mir3071)"
"872","ENSMUSG00000097451.10","Rian","ENSMUSG00000070101.1","Mir341","ENSMUSG00000097451","Rian (Mir341)"
"873","ENSMUSG00000097451.10","Rian","ENSMUSG00000080406.1","Mir1188","ENSMUSG00000097451","Rian (Mir1188)"
"874","ENSMUSG00000097451.10","Rian","ENSMUSG00000077879.1","Gm23912","ENSMUSG00000097451","Rian (Gm23912)"
"875","ENSMUSG00000097451.10","Rian","ENSMUSG00000065433.1","Mir370","ENSMUSG00000097451","Rian (Mir370)"
"876","ENSMUSG00000097391.8","Mirg","ENSMUSG00000065428.4","Mir382","ENSMUSG00000097391","Mirg (Mir382)"
"877","ENSMUSG00000097391.8","Mirg","ENSMUSG00000065426.3","Mir134","ENSMUSG00000097391","Mirg (Mir134)"
"878","ENSMUSG00000097391.8","Mirg","ENSMUSG00000099236.2","Mir668","ENSMUSG00000097391","Mirg (Mir668)"
"879","ENSMUSG00000097391.8","Mirg","ENSMUSG00000070128.3","Mir485","ENSMUSG00000097391","Mirg (Mir485)"
"880","ENSMUSG00000097391.8","Mirg","ENSMUSG00000077925.1","Mir453","ENSMUSG00000097391","Mirg (Mir453)"
"881","ENSMUSG00000097391.8","Mirg","ENSMUSG00000065448.2","Mir154","ENSMUSG00000097391","Mirg (Mir154)"
"882","ENSMUSG00000097391.8","Mirg","ENSMUSG00000070136.1","Mir496a","ENSMUSG00000097391","Mirg (Mir496a)"
"883","ENSMUSG00000097391.8","Mirg","ENSMUSG00000065438.2","Mir377","ENSMUSG00000097391","Mirg (Mir377)"
"884","ENSMUSG00000097391.8","Mirg","ENSMUSG00000076052.1","Mir541","ENSMUSG00000097391","Mirg (Mir541)"
"885","ENSMUSG00000097391.8","Mirg","ENSMUSG00000105849.1","Mir409","ENSMUSG00000097391","Mirg (Mir409)"
"886","ENSMUSG00000097391.8","Mirg","ENSMUSG00000065570.1","Mir412","ENSMUSG00000097391","Mirg (Mir412)"
"887","ENSMUSG00000097391.8","Mirg","ENSMUSG00000065561.2","Mir369","ENSMUSG00000097391","Mirg (Mir369)"
"888","ENSMUSG00000097391.8","Mirg","ENSMUSG00000065497.1","Mir410","ENSMUSG00000097391","Mirg (Mir410)"
"889","ENSMUSG00000097391.8","Mirg","ENSMUSG00000093351.1","Mir3072","ENSMUSG00000097391","Mirg (Mir3072)"
"890","ENSMUSG00000113581.1","Dio3os","ENSMUSG00000080356.1","Mir1247","ENSMUSG00000113581","Dio3os (Mir1247)"
"891","ENSMUSG00000037686.6","Aspg","ENSMUSG00000093090.1","Mir3073a","ENSMUSG00000037686","Aspg (Mir3073a)"
"892","ENSMUSG00000001729.14","Akt1","ENSMUSG00000098380.1","Mir6939","ENSMUSG00000001729","Akt1 (Mir6939)"
"893","ENSMUSG00000072825.11","Cep170b","ENSMUSG00000099165.1","Mir6940","ENSMUSG00000072825","Cep170b (Mir6940)"
"894","ENSMUSG00000002799.6","Jag2","ENSMUSG00000098338.1","Mir6941","ENSMUSG00000002799","Jag2 (Mir6941)"
"895","ENSMUSG00000092737.2","Gm24022","ENSMUSG00000104594.1","Gm24022","ENSMUSG00000092737","Gm24022 (Gm24022)"
"896","ENSMUSG00000102524.1","Ighv1-2","ENSMUSG00000105438.1","Mir7094-1","ENSMUSG00000102524","Ighv1-2 (Mir7094-1)"
"897","ENSMUSG00000096499.2","Ighv1-5","ENSMUSG00000098357.1","Mir7094-2","ENSMUSG00000096499","Ighv1-5 (Mir7094-2)"
"898","ENSMUSG00000113304.1","Gm48618","ENSMUSG00000105984.1","Gm44372","ENSMUSG00000113304","Gm48618 (Gm44372)"
"899","ENSMUSG00000042050.8","Wdr60","ENSMUSG00000096694.1","Gm23190","ENSMUSG00000042050","Wdr60 (Gm23190)"
"900","ENSMUSG00000056553.14","Ptprn2","ENSMUSG00000065538.1","Mir153","ENSMUSG00000056553","Ptprn2 (Mir153)"
"901","ENSMUSG00000021327.19","Zkscan3","ENSMUSG00000098790.1","Mir6942","ENSMUSG00000021327","Zkscan3 (Mir6942)"
"902","ENSMUSG00000085788.1","4930470G03Rik","ENSMUSG00000084590.1","Mir1896","ENSMUSG00000085788","4930470G03Rik (Mir1896)"
"903","ENSMUSG00000084072.1","Gm11285","ENSMUSG00000076237.1","Gm26300","ENSMUSG00000084072","Gm11285 (Gm26300)"
"904","ENSMUSG00000085936.7","2610307P16Rik","ENSMUSG00000099158.1","Mir6368","ENSMUSG00000085936","2610307P16Rik (Mir6368)"
"905","ENSMUSG00000021360.16","Gcnt2","ENSMUSG00000093269.1","Mir5124a","ENSMUSG00000021360","Gcnt2 (Mir5124a)"
"906","ENSMUSG00000097375.3","6720427I07Rik","ENSMUSG00000065453.1","Mirlet7d","ENSMUSG00000097375","6720427I07Rik (Mirlet7d)"
"907","ENSMUSG00000097375.3","6720427I07Rik","ENSMUSG00000105621.1","Mirlet7f-1","ENSMUSG00000097375","6720427I07Rik (Mirlet7f-1)"
"908","ENSMUSG00000097375.3","6720427I07Rik","ENSMUSG00000065421.3","Mirlet7a-1","ENSMUSG00000097375","6720427I07Rik (Mirlet7a-1)"
"909","ENSMUSG00000025870.10","Arl10","ENSMUSG00000080454.3","Gm24195","ENSMUSG00000025870","Arl10 (Gm24195)"
"910","ENSMUSG00000074886.11","Grk6","ENSMUSG00000099058.1","Mir6943","ENSMUSG00000074886","Grk6 (Mir6943)"
"911","ENSMUSG00000034675.17","Dbn1","ENSMUSG00000098341.1","Mir6944","ENSMUSG00000034675","Dbn1 (Mir6944)"
"912","ENSMUSG00000021493.15","Pdlim7","ENSMUSG00000099096.1","Mir6945","ENSMUSG00000021493","Pdlim7 (Mir6945)"
"913","ENSMUSG00000014164.15","Klhl3","ENSMUSG00000077962.1","Mir874","ENSMUSG00000014164","Klhl3 (Mir874)"
"914","ENSMUSG00000060176.4","Kif27","ENSMUSG00000098258.1","Mir6369","ENSMUSG00000060176","Kif27 (Mir6369)"
"915","ENSMUSG00000021546.18","Hnrnpk","ENSMUSG00000065434.1","Mir7-1","ENSMUSG00000021546","Hnrnpk (Mir7-1)"
"916","ENSMUSG00000114036.1","Gm48228","ENSMUSG00000094096.1","Gm25649","ENSMUSG00000114036","Gm48228 (Gm25649)"
"917","ENSMUSG00000021458.17","2010111I01Rik","ENSMUSG00000065599.2","Mir23b","ENSMUSG00000021458","2010111I01Rik (Mir23b)"
"918","ENSMUSG00000021458.17","2010111I01Rik","ENSMUSG00000065475.2","Mir27b","ENSMUSG00000021458","2010111I01Rik (Mir27b)"
"919","ENSMUSG00000021458.17","2010111I01Rik","ENSMUSG00000105904.1","Mir24-1","ENSMUSG00000021458","2010111I01Rik (Mir24-1)"
"920","ENSMUSG00000021461.17","Fancc","ENSMUSG00000092741.2","Mir3074-1","ENSMUSG00000021461","Fancc (Mir3074-1)"
"921","ENSMUSG00000021569.10","Trip13","ENSMUSG00000095943.1","Gm25197","ENSMUSG00000021569","Trip13 (Gm25197)"
"922","ENSMUSG00000062382.9","Ftl1-ps1","ENSMUSG00000076033.1","Mir692-3","ENSMUSG00000062382","Ftl1-ps1 (Mir692-3)"
"923","ENSMUSG00000074800.4","Gm4149","ENSMUSG00000076236.1","Mir682","ENSMUSG00000074800","Gm4149 (Mir682)"
"924","ENSMUSG00000097098.8","9330111N05Rik","ENSMUSG00000092650.1","Gm25241","ENSMUSG00000097098","9330111N05Rik (Gm25241)"
"925","ENSMUSG00000043889.6","Gm8399","ENSMUSG00000092650.1","Gm25241","ENSMUSG00000043889","Gm8399 (Gm25241)"
"926","ENSMUSG00000050334.12","C130071C03Rik","ENSMUSG00000065424.2","Mir9-2","ENSMUSG00000050334","C130071C03Rik (Mir9-2)"
"927","ENSMUSG00000021620.4","Acot12","ENSMUSG00000099004.1","Gm27656","ENSMUSG00000021620","Acot12 (Gm27656)"
"928","ENSMUSG00000042082.7","Arsb","ENSMUSG00000093480.1","Mir5624","ENSMUSG00000042082","Arsb (Mir5624)"
"929","ENSMUSG00000021686.6","Ap3b1","ENSMUSG00000084423.1","Gm25109","ENSMUSG00000021686","Ap3b1 (Gm25109)"
"930","ENSMUSG00000032846.10","Zswim6","ENSMUSG00000093334.2","Gm22118","ENSMUSG00000032846","Zswim6 (Gm22118)"
"931","ENSMUSG00000021699.17","Pde4d","ENSMUSG00000076946.2","Mir582","ENSMUSG00000021699","Pde4d (Mir582)"
"932","ENSMUSG00000021699.17","Pde4d","ENSMUSG00000084651.1","Mir1904","ENSMUSG00000021699","Pde4d (Mir1904)"
"933","ENSMUSG00000078926.8","Cdc20b","ENSMUSG00000076146.1","Mir449c","ENSMUSG00000078926","Cdc20b (Mir449c)"
"934","ENSMUSG00000078926.8","Cdc20b","ENSMUSG00000078027.1","Mir449b","ENSMUSG00000078926","Cdc20b (Mir449b)"
"935","ENSMUSG00000078926.8","Cdc20b","ENSMUSG00000065575.1","Mir449a","ENSMUSG00000078926","Cdc20b (Mir449a)"
"936","ENSMUSG00000091818.3","Rpl19-ps4","ENSMUSG00000098694.1","Gm27506","ENSMUSG00000091818","Rpl19-ps4 (Gm27506)"
"937","ENSMUSG00000039367.11","Sec24c","ENSMUSG00000098602.1","Mir6946","ENSMUSG00000039367","Sec24c (Mir6946)"
"938","ENSMUSG00000007817.15","Zmiz1","ENSMUSG00000093081.1","Mir3075","ENSMUSG00000007817","Zmiz1 (Mir3075)"
"939","ENSMUSG00000043702.9","Pde12","ENSMUSG00000098751.1","Mir7672","ENSMUSG00000043702","Pde12 (Mir7672)"
"940","ENSMUSG00000015971.5","Actr8","ENSMUSG00000104926.1","Mir6947","ENSMUSG00000015971","Actr8 (Mir6947)"
"941","ENSMUSG00000021957.7","Tkt","ENSMUSG00000093156.1","Mir3076","ENSMUSG00000021957","Tkt (Mir3076)"
"942","ENSMUSG00000041078.7","Grid1","ENSMUSG00000065481.1","Mir346","ENSMUSG00000041078","Grid1 (Mir346)"
"943","ENSMUSG00000041014.17","Nrg3","ENSMUSG00000098723.1","Gm27332","ENSMUSG00000041014","Nrg3 (Gm27332)"
"944","ENSMUSG00000037697.19","Ddhd1","ENSMUSG00000093167.1","Mir5131","ENSMUSG00000037697","Ddhd1 (Mir5131)"
"945","ENSMUSG00000022193.7","Psmb5","ENSMUSG00000076128.1","Mir686","ENSMUSG00000022193","Psmb5 (Mir686)"
"946","ENSMUSG00000022185.19","Acin1","ENSMUSG00000106169.1","Mir6948","ENSMUSG00000022185","Acin1 (Mir6948)"
"947","ENSMUSG00000040752.16","Myh6","ENSMUSG00000065432.1","Mir208a","ENSMUSG00000040752","Myh6 (Mir208a)"
"948","ENSMUSG00000053093.16","Myh7","ENSMUSG00000077928.1","Mir208b","ENSMUSG00000053093","Myh7 (Mir208b)"
"949","ENSMUSG00000022157.8","Mcpt8","ENSMUSG00000098961.1","Mir6949","ENSMUSG00000022157","Mcpt8 (Mir6949)"
"950","ENSMUSG00000021963.17","Sap18","ENSMUSG00000092784.1","Mir3077","ENSMUSG00000021963","Sap18 (Mir3077)"
"951","ENSMUSG00000063895.7","Nupl1","ENSMUSG00000076270.1","Mir719","ENSMUSG00000063895","Nupl1 (Mir719)"
"952","ENSMUSG00000114797.1","Gm49336","ENSMUSG00000076270.1","Mir719","ENSMUSG00000114797","Gm49336 (Mir719)"
"953","ENSMUSG00000097589.9","Dleu2","ENSMUSG00000092995.1","Mir16-1","ENSMUSG00000097589","Dleu2 (Mir16-1)"
"954","ENSMUSG00000097589.9","Dleu2","ENSMUSG00000093007.1","Mir15a","ENSMUSG00000097589","Dleu2 (Mir15a)"
"955","ENSMUSG00000014547.10","Wdfy2","ENSMUSG00000099245.1","Mir8098","ENSMUSG00000014547","Wdfy2 (Mir8098)"
"956","ENSMUSG00000014547.10","Wdfy2","ENSMUSG00000098858.1","Mir6541","ENSMUSG00000014547","Wdfy2 (Mir6541)"
"957","ENSMUSG00000035067.9","Xkr6","ENSMUSG00000076049.4","Mir598","ENSMUSG00000035067","Xkr6 (Mir598)"
"958","ENSMUSG00000097545.7","Mir124a-1hg","ENSMUSG00000065597.1","Mir124a-1","ENSMUSG00000097545","Mir124a-1hg (Mir124a-1)"
"959","ENSMUSG00000097545.7","Mir124a-1hg","ENSMUSG00000092972.1","Mir3078","ENSMUSG00000097545","Mir124a-1hg (Mir3078)"
"960","ENSMUSG00000044447.5","Dock5","ENSMUSG00000098866.1","Mir6539","ENSMUSG00000044447","Dock5 (Mir6539)"
"961","ENSMUSG00000034205.16","Loxl2","ENSMUSG00000098666.1","Mir6950","ENSMUSG00000034205","Loxl2 (Mir6950)"
"962","ENSMUSG00000022105.6","Rb1","ENSMUSG00000076121.1","Mir687","ENSMUSG00000022105","Rb1 (Mir687)"
"963","ENSMUSG00000021999.9","Cpb2","ENSMUSG00000104689.1","Gm44482","ENSMUSG00000021999","Cpb2 (Gm44482)"
"964","ENSMUSG00000022021.14","Diaph3","ENSMUSG00000077948.2","Gm23438","ENSMUSG00000022021","Diaph3 (Gm23438)"
"965","ENSMUSG00000115229.1","Gm33525","ENSMUSG00000098772.1","Gm27441","ENSMUSG00000115229","Gm33525 (Gm27441)"
"966","ENSMUSG00000098557.1","Kctd12","ENSMUSG00000092901.1","Mir5130","ENSMUSG00000098557","Kctd12 (Mir5130)"
"967","ENSMUSG00000110080.1","Gm6145","ENSMUSG00000098780.1","Mir6390","ENSMUSG00000110080","Gm6145 (Mir6390)"
"968","ENSMUSG00000089726.2","Mir17hg","ENSMUSG00000065508.1","Mir17","ENSMUSG00000089726","Mir17hg (Mir17)"
"969","ENSMUSG00000089726.2","Mir17hg","ENSMUSG00000065403.1","Mir18","ENSMUSG00000089726","Mir17hg (Mir18)"
"970","ENSMUSG00000089726.2","Mir17hg","ENSMUSG00000065416.1","Mir19a","ENSMUSG00000089726","Mir17hg (Mir19a)"
"971","ENSMUSG00000089726.2","Mir17hg","ENSMUSG00000065442.1","Mir20a","ENSMUSG00000089726","Mir17hg (Mir20a)"
"972","ENSMUSG00000089726.2","Mir17hg","ENSMUSG00000076256.1","Mir19b-1","ENSMUSG00000089726","Mir17hg (Mir19b-1)"
"973","ENSMUSG00000089726.2","Mir17hg","ENSMUSG00000076062.1","Mir92-1","ENSMUSG00000089726","Mir17hg (Mir92-1)"
"974","ENSMUSG00000090534.1","Gm4675","ENSMUSG00000098612.1","Mir6241","ENSMUSG00000090534","Gm4675 (Mir6241)"
"975","ENSMUSG00000032849.14","Abcc4","ENSMUSG00000098433.1","Mir6391","ENSMUSG00000032849","Abcc4 (Mir6391)"
"976","ENSMUSG00000116090.1","Rpl19-ps6","ENSMUSG00000098281.1","Gm27529","ENSMUSG00000116090","Rpl19-ps6 (Gm27529)"
"977","ENSMUSG00000022201.16","Zfr","ENSMUSG00000084592.1","Mir1898","ENSMUSG00000022201","Zfr (Mir1898)"
"978","ENSMUSG00000022197.16","Pdzd2","ENSMUSG00000095516.1","Gm24135","ENSMUSG00000022197","Pdzd2 (Gm24135)"
"979","ENSMUSG00000022191.16","Drosha","ENSMUSG00000104911.1","Gm47288","ENSMUSG00000022191","Drosha (Gm47288)"
"980","ENSMUSG00000115122.1","Gm49685","ENSMUSG00000098821.1","Gm27397","ENSMUSG00000115122","Gm49685 (Gm27397)"
"981","ENSMUSG00000040452.9","Cdh12","ENSMUSG00000098821.1","Gm27397","ENSMUSG00000040452","Cdh12 (Gm27397)"
"982","ENSMUSG00000022270.16","Retreg1","ENSMUSG00000098719.1","Mir7212","ENSMUSG00000022270","Retreg1 (Mir7212)"
